Timestamp,Output,Frequency (Hz),RPM
2025-11-25 16:07:39,255,49.09 Hz,306.82
2025-11-25 16:07:39,255,48.91 Hz,305.68
2025-11-25 16:07:39,255,49.09 Hz,306.82
2025-11-25 16:07:40,255,49.09 Hz,306.82
2025-11-25 16:07:40,255,49.09 Hz,306.82
2025-11-25 16:07:40,255,48.73 Hz,304.55
2025-11-25 16:07:40,255,49.09 Hz,306.82
2025-11-25 16:07:41,255,49.09 Hz,306.82
2025-11-25 16:07:41,255,49.09 Hz,306.82
2025-11-25 16:07:41,255,49.09 Hz,306.82
2025-11-25 16:07:41,255,49.27 Hz,307.95
2025-11-25 16:07:42,255,49.09 Hz,306.82
2025-11-25 16:07:42,255,49.09 Hz,306.82
2025-11-25 16:07:42,255,49.09 Hz,306.82
